carroceria,color,combustible,fecha,marca,modelo,precio,odometro
Sedán,Rojo,Gasolina,2017,Chrysler,Pacifica,450000,55000
Utilitario,Blanco,Gasolina,2016,Ford,F-350,549500,95000
Camioneta SUV,Blanco,Gasolina,2019,Kia,Niro,336100,64287
Hatchback (5 Puertas),Blanco,Gasolina,2018,Volkswagen,Gol,168000,120000
Camioneta SUV,Negro,Gasolina,2016,Jeep,Compass,249900,52800
Hatchback (5 Puertas),Rojo,Gasolina,2016,Volkswagen,UP,149000,77000
Sedán,Plata,Gasolina,2021,Toyota,Avanza,328500,32852
Todoterreno Ligero,Blanco,Gasolina,2022,Suzuki,Jimny,409000,17600
Sedán,Plata,Gasolina,2015,Mazda,3 S Grand Touring,200000,150000
Convertible,Blanco,Gasolina,2022,Mazda,MX-5,415000,32800
Camioneta SUV,Rojo,Gasolina,2017,Toyota,Highlander,449000,144197
Camioneta SUV,Blanco,Gasolina,2021,Audi,A4,530000,86342
Pickup,Blanco,Gasolina,2016,Chevrolet,S10 Pick Up,269000,106065
Utilitario,Blanco,Gasolina,2023,Peugeot,Kangoo,320000,25000
Sedán,Gris,Gasolina,2017,Nissan,Sentra Advance,237900,57000
Camioneta SUV,Blanco,Gasolina,2023,Audi,Q8 S LINE,1550000,13000
Camioneta SUV,Blanco,Gasolina,2021,Nissan,X-Trail Sense,479900,25648
Sedán,Rojo,Gasolina,2021,Dodge,Attitude SE,218900,78957
Pickup,Blanco,Gasolina,2020,JAC,Frison T8,295000,98000
Sedán,Blanco,Gasolina,2017,Mercedes Benz,CLS 400,548000,89500
Hatchback (3 Puertas),Blanco,Gasolina,2012,Mini,Cooper Salt,148000,135000
Hatchback (5 Puertas),Blanco,Gasolina,2020,Honda,Fit,275000,36000
Pickup,Blanco,Gasolina,2018,Chevrolet,Cheyenne Pick Up,395000,122000
Sedán,Blanco,Gasolina,2020,Chevrolet,Aveo,189900,119145
Van,Blanco,Gasolina,2018,Ford,Transit Custom,399000,80000
Hatchback (5 Puertas),Rojo,Gasolina,2013,Ford,Fiesta,139500,75000
Sedán,Rojo,Eléctrico,2024,BYD,Han 3.9,888000,500
Sedán,Blanco,Gasolina,2012,Honda,City LX,130000,95657
Hatchback (5 Puertas),Gris,Gasolina,2020,Nissan,March Sense,208000,49000
Crossover,Blanco,Gasolina,2024,Renault,Kwid,229000,4000
Sedán,Plata,Gasolina,2022,Toyota,Corolla,334000,35548
Camioneta SUV,Blanco,Gasolina,2024,Buick,Enclave,950000,16241
Camioneta SUV,Negro,Gasolina,2012,Jeep,Grand Cherokee Laredo,279500,79000
Crossover,Plata,Gasolina,2021,Nissan,Kicks Advance,295000,127607
Sedán,Azul,Gasolina,2019,Chevrolet,Camaro,599000,34530
Camioneta SUV,Blanco,Gasolina,2018,GMC,Acadia,499000,101000
Camioneta SUV,Blanco,Gasolina,2018,Mercedes Benz,GLE 400,625000,80000
Camioneta SUV,Blanco,Gasolina,2019,Mazda,CX-5,395000,45230
Camioneta SUV,Blanco,Gasolina,2023,Volkswagen,Taigun Highline,440000,7000
Camioneta SUV,Plata,Gasolina,2018,Renault,Koleos,314000,92856
Camioneta SUV,Blanco,Gasolina,2014,Jeep,Patriot,218500,90000
Sedán,Plata,Gasolina,2024,Chevrolet,Aveo,270000,100
Camioneta SUV,Blanco,Gasolina,2017,Hyundai,Tucson,295000,74000
Coupé,Blanco,Gasolina,2008,Audi,TT,255000,89000
Sedán,Blanco,Gasolina,2015,Nissan,Sentra,165000,102970
Coupé,Blanco,Gasolina,2013,Volkswagen,Beetle,198500,66000
Camioneta SUV,Blanco,Gasolina,2018,Kia,Sportage Ex,295000,23000
Coupé,Blanco,Gasolina,2019,BMW,430i Gran Coupe,485000,123000
Hatchback (5 Puertas),Blanco,Gasolina,2017,Mazda,CX-9,380000,95100
Pickup,Blanco,Gasolina,2023,JAC,Frison T8,390000,14473
Camioneta SUV,Blanco,Gasolina,2013,Ford,Edge,239000,87000
Sedán,Rojo,Gasolina,2010,Renault,Koleos,129000,171597
Sedán,Azul,Gasolina,2023,Nissan,V-DRIVE,245000,18000
Sedán,Blanco,Gasolina,2022,BMW,220i,639900,32000
Camioneta SUV,Blanco,Gasolina,2016,Nissan,X-trail Xtreme,315000,88000
Camioneta SUV,Blanco,Gasolina,2016,Honda,CR-V,275000,123000
Sedán,Gris,Gasolina,2022,Kia,Forte,336000,62858
Hatchback (5 Puertas),Blanco,Gasolina,2018,Mercedes Benz,A 200,410000,52000
Camioneta SUV,Rojo,Gasolina,2018,Renault,Duster,179900,135417
Utilitario,Blanco,Gasolina,2017,Mitsubishi,Mirage,137000,134000
Pickup,Blanco,Gasolina,2020,Chrysler,200,630000,17859
Mini van (MPV),Blanco,Gasolina,2013,Audi,Q7,350000,120000
Camioneta SUV,Plata,Eléctrico,2023,BYD,Yuan,550000,35000
Camioneta SUV,Blanco,Gasolina,2022,Cadillac,XT4,669900,19000
Camioneta SUV,Azul,Gasolina,2015,Porsche,Macan,650000,65000
Camioneta SUV,Negro,Gasolina,2018,Cadillac,XT5,439900,34443
Camioneta SUV,Blanco,Gasolina,2024,Volkswagen,T-CROSS Trendline,378000,5300
Coupé,Negro,Gasolina,2011,Mercedes Benz,Clase C,199900,80000
Sedán,Blanco,Gasolina,2022,Chevrolet,Cavalier,246000,69993
Mini van (MPV),Gris,Gasolina,2014,Honda,Odyssey,250000,124000
Crossover,Negro,Gasolina,2023,Mercedes Benz,Clase GLE,1380000,26563
Sedán,Rojo,Gasolina,2012,Audi,A5,349000,51702
Van,Blanco,Gasolina,2021,Peugeot,Expert,440000,167000
Camioneta SUV,Blanco,Gasolina,2021,BMW,X1,456000,82935
Camioneta SUV,Blanco,Gasolina,2015,Toyota,Highlander Limited Panoramic SunRoof,394000,57837
Sedán,Gris,Gasolina,2006,Honda,Accord,82500,155000
Camioneta SUV,Blanco,Gasolina,2021,Mazda,CX-5,440000,40000
Sedán,Blanco,Gasolina,2017,Nissan,Altima,264900,59550
Camioneta SUV,Plata,Gasolina,2016,Mazda,CX-5,285000,90000
Sedán,Blanco,Gasolina,2021,Mercedes Benz,CLA 200,755000,30000
Coupé,Gris,Gasolina,2024,Mercedes Benz,Clase GLE,2042999,8000
Camioneta SUV,Blanco,Gasolina,2020,Seat,Tarraco,415000,90000
Hatchback (5 Puertas),Plata,Híbrido,2021,Toyota,Prius C,299000,43000
Camioneta SUV,Blanco,Gasolina,2019,Hyundai,Creta,297000,56000
Hatchback (5 Puertas),Blanco,Gasolina,2017,Hyundai,Grand i10,169500,70000
Hatchback (5 Puertas),Blanco,Gasolina,2014,Audi,A1 Sportback,268000,77000
Hatchback (5 Puertas),Blanco,Gasolina,2015,Mazda,3,195000,98000
Van,Blanco,Gasolina,2017,Dodge,Ram ProMaster,345000,102000
Camioneta SUV,Blanco,Gasolina,2020,Nissan,X-Trail,320000,55000
Camioneta SUV,Rojo,Gasolina,2019,Kia,Sorento,399000,86312
Hatchback (5 Puertas),Blanco,Gasolina,2021,Seat,Ibiza Xcellence,280000,32500
Coupé,Blanco,Gasolina,2019,Dodge,Challenger,965000,46000
Sedán,Rojo,Gasolina,2011,Nissan,Tiida,118500,175000
Hatchback (5 Puertas),Blanco,Gasolina,2012,Mazda,3,155000,99000
Camioneta SUV,Blanco,Gasolina,2017,Dodge,Journey,268000,76000
Camioneta SUV,Blanco,Gasolina,2017,Nissan,Kicks,249000,76000
Camioneta SUV,Blanco,Gasolina,2016,Nissan,X-Trail,248000,87000
Hatchback (5 Puertas),Gris,Gasolina,2020,Nissan,March,199900,43000
Sedán,Blanco,Gasolina,2023,MG,5 Elegance,229000,42000
Camioneta SUV,Blanco,Gasolina,2023,Nissan,X-Trail Platinum,650000,36000
Sedán,Negro,Gasolina,2012,Chrysler,300 C,189000,131000
Camioneta SUV,Azul,Gasolina,2023,Jetour,X70 Plus,560000,3180
Camioneta SUV,Blanco,Gasolina,2012,Toyota,RAV4,145000,180600
Hatchback (5 Puertas),Blanco,Gasolina,2015,Nissan,March Sense,138500,95000
Camioneta SUV,Blanco,Gasolina,2019,Chevrolet,Tahoe,790000,60000
Sedán,Vino,Gasolina,2015,Honda,Civic,220000,110228
Sedán,Blanco,Gasolina,2016,Nissan,Versa,172500,65000
Hatchback (5 Puertas),Negro,Gasolina,2010,Porsche,Panamera,599000,61000
Camioneta SUV,Blanco,Gasolina,2020,Jeep,Sahara,899000,72042
Camioneta SUV,Blanco,Gasolina,2016,GMC,Yukon,648000,83000
Coupé,Blanco,Gasolina,2020,Chevrolet,Cavalier,309900,49128
Camioneta SUV,Plata,Gasolina,2015,Jeep,Grand Cherokee Limited,365000,87000
Sedán,Plata,Gasolina,2023,Volkswagen,Jetta,465000,33534
Hatchback (5 Puertas),Blanco,Gasolina,2017,Ford,Focus SE,199000,59000
Sedán,Acero,Gasolina,2013,Honda,Accord,260000,27000
Sedán,Gris,Híbrido,2018,Toyota,Prius,278500,53200
Camioneta SUV,Gris,Gasolina,2023,Cupra,Formentor,760000,2093
Camioneta SUV,Blanco,Gasolina,2019,GMC,Acadia,502809,72884
Hatchback (5 Puertas),Blanco,Gasolina,2019,Mazda,3,349500,69000
Camioneta SUV,Blanco,Gasolina,2022,Kia,Niro,470000,40991
Sedán,Plata,Gasolina,2016,Renault,Logan,145000,82575
Camioneta SUV,Blanco,Gasolina,2022,BMW,X7,1600000,27342
Coupé,Rojo,Gasolina,2017,Volkswagen,Jetta A6 Trendline,219850,41000
Sedán,Blanco,Gasolina,2016,Nissan,Versa Advance,189800,73000
Camioneta SUV,Gris,Gasolina,2014,Jeep,Patriot,223800,78160
Hatchback (3 Puertas),Plata,Gasolina,2014,Seat,Ibiza Reference,167500,92000
Camioneta SUV,Blanco,Gasolina,2019,Nissan,X-Trail Hybrid,390000,49500
Camioneta SUV,Blanco,Gasolina,2022,Nissan,X-Trail,369000,50000
Sedán,Blanco,Gasolina,2023,Volvo,XC 60,1099000,44000
Pickup,Blanco,Gasolina,1988,Ford,F-150 Lariat,175000,1
Camioneta SUV,Plata,Gasolina,2022,Chevrolet,Captiva,325900,18000
Hatchback (5 Puertas),Negro,Gasolina,2016,Mini,Cooper Chilli,279850,85000
Pickup,Azul,Gasolina,2022,JAC,Frison T8,325000,34000
Sedán,Rojo,Gasolina,2023,MG,GT 1.5 Turbo Excite,299000,18781
Pickup,Blanco,Gasolina,2016,Ford,F-150,340000,264700
Coupé,Blanco,Gasolina,2018,Honda,Accord,379900,68000
Hatchback (5 Puertas),Gris,Gasolina,2018,Mercedes Benz,Clase A,339900,40000
Hatchback (3 Puertas),Blanco,Gasolina,2015,Fiat,500 Sport,189000,88000
Camioneta SUV,Plata,Gasolina,2021,Renault,Duster,240000,85736
Camioneta SUV,Rojo,Gasolina,2023,Chevrolet,Captiva,345800,21469
Camioneta SUV,Blanco,Gasolina,2010,Chevrolet,Traverse,200000,140000
Sedán,Blanco,Gasolina,2015,Nissan,Maxima,199000,105411
Sedán,Gris,Gasolina,2018,Honda,City,258000,74651
Van,Blanco,Gasolina,2020,Toyota,Sienna,475000,90000
Camioneta SUV,Blanco,Gasolina,2022,Volkswagen,TERAMONT,900000,29000
Camioneta SUV,Blanco,Gasolina,2022,Jeep,Compass,469000,60524
Camioneta Chasis,Blanco,Gasolina,2017,Kia,Sorento,359000,96851
Camioneta SUV,Blanco,Gasolina,2013,Volkswagen,Tiguan,199900,72000
Hatchback (5 Puertas),Rojo,Gasolina,2021,Mini,Cooper Countryman,549900,23000
Camioneta SUV,Blanco,Gasolina,2022,Ford,Edge,600000,27689
Camioneta SUV,Rojo,Gasolina,2022,Mazda,CX-5,497000,25212
Camioneta SUV,Azul,Gasolina,2020,Volkswagen,Tiguan,390000,18844
Camioneta SUV,Blanco,Gasolina,2014,Nissan,X-Trail,239500,88000
Crossover,Blanco,Gasolina,2019,Suzuki,Ignis,205000,53048
Camioneta SUV,Azul,Gasolina,2022,BMW,X6,1399000,22589
Otro,Blanco,Gasolina,2022,Chevrolet,Captiva,345000,30000
Hatchback (5 Puertas),Blanco,Gasolina,2014,Suzuki,Swift,179000,100000
Camioneta SUV,Gris,Gasolina,2021,Renault,Captur,340000,37474
Coupé,Blanco,Gasolina,2013,Ford,Mustang,366000,75000
Hatchback (3 Puertas),Negro,Gasolina,2020,Audi,A1,399800,25000
Pickup,Rojo,Gasolina,2018,Nissan,NP 300,338500,88000
Sedán,Blanco,Gasolina,2018,Kia,Rio EX,220000,55000
Sedán,Azul,Gasolina,2018,Chevrolet,Cruze,240000,57970
Camioneta SUV,Blanco,Gasolina,2023,Hyundai,Creta,420000,60000
Camioneta SUV,Rojo,Gasolina,2023,Hyundai,Tucson,494000,31744
Hatchback (3 Puertas),Rojo,Gasolina,2016,Audi,A1,249500,84880
Pickup,Blanco,Gasolina,2015,Nissan,Estacas,195000,88000
Camioneta SUV,Azul,Gasolina,2022,Ford,Bronco,995000,33430
Hatchback (3 Puertas),Blanco,Gasolina,2020,Nissan,March,185000,58000
Camioneta SUV,Blanco,Gasolina,2020,Suzuki,Vitara,269900,68000
Camioneta SUV,Blanco,Gasolina,2012,GMC,Terrain,170000,154000
Camioneta SUV,Plata,Gasolina,2018,Mercedes Benz,GLC 300,429000,74800
Hatchback (5 Puertas),Blanco,Gasolina,2019,Seat,Toledo,269900,48000
Sedán,Blanco,Gasolina,2012,Ford,Fusion,135000,99000
Camioneta SUV,Blanco,Gasolina,2011,GMC,Terrain,209800,99000
Camioneta SUV,Gris,Gasolina,2019,Hyundai,Creta,305000,34000
Coupé,Blanco,Gasolina,2019,Porsche,CAYENNE TURBO,1700000,38000
Hatchback (5 Puertas),Blanco,Gasolina,2018,Mercedes Benz,GLA 200,395000,55000
Sedán,Blanco,Gasolina,2017,Infiniti,Q70,398000,45000
Utilitario,Blanco,Gasolina,2020,Volkswagen,Caddy,339900,54000
Camioneta SUV,Blanco,Gasolina,2015,Nissan,X-Trail,235900,85000
Camioneta SUV,Blanco,Gasolina,2021,Renault,Koleos,423000,39000
Camioneta SUV,Azul,Gasolina,2023,Jeep,Compass,473000,16000
Camioneta SUV,Gris,Gasolina,2021,Volkswagen,Taos,380000,36000
Camioneta SUV,Blanco,Gasolina,2024,Omoda,Omoda O5,340000,20000
Camioneta SUV,Azul,Gasolina,2015,Jeep,Cherokee,239900,59000
Camioneta SUV,Blanco,Gasolina,2016,Jeep,Compass,299850,65000
Camioneta SUV,Plata,Gasolina,2013,Nissan,Pathfinder,195000,110000
Hatchback (5 Puertas),Gris,Gasolina,2024,Audi,A1,595000,100
Camioneta SUV,Blanco,Gasolina,2018,Kia,Soul,237000,48600
Pickup,Blanco,Gasolina,1969,Chevrolet,C-10,399000,999999
Sedán,Blanco,Gasolina,2019,Mazda,3 S Grand Touring,298000,100000
Sedán,Gris,Gasolina,2024,Chevrolet,Cavalier,365000,7200
Coupé,Blanco,Gasolina,2012,Nissan,Sentra,149000,148408
Camioneta SUV,Blanco,Gasolina,2024,Audi,Q7,1860000,1539
Camioneta SUV,Rojo,Gasolina,2022,Nissan,X-Trail Sense,450000,38250
Camioneta SUV,Blanco,Gasolina,2017,Nissan,Armada,379950,82000
Hatchback (5 Puertas),Blanco,Gasolina,2021,Fiat,Argo,278000,25000
Mini van (MPV),Blanco,Gasolina,2009,Toyota,Sienna,219000,130000
Sedán,Naranja,Gasolina,2024,Nissan,Versa,359900,12248
Sedán,Gris,Gasolina,2022,Honda,Accord,579000,43300
Pickup,Blanco,Gasolina,2022,Toyota,Hilux,469000,33000
Hatchback (5 Puertas),Plata,Gasolina,2003,Volkswagen,Golf,70000,92500
Sedán,Blanco,Gasolina,2009,Volkswagen,Bora,139500,140000
Pickup,Blanco,Gasolina,2022,Toyota,Hilux,480000,40000
Sedán,Blanco,Gasolina,2016,Toyota,Corolla,260000,120000
Camioneta SUV,Blanco,Gasolina,2019,Jeep,Rubicon,656000,37000
Hatchback (5 Puertas),Blanco,Gasolina,2018,Audi,A1,344000,83270
Camioneta SUV,Gris,Gasolina,2018,Hyundai,Tucson,348000,103000
Pickup,Gris,Gasolina,2016,Chevrolet,Silverado 2500,365000,146000
Sedán,Gris,Gasolina,2017,Mazda,3,249900,42000
Sedán,Rojo,Gasolina,2023,Mini,Cooper S,542900,29000
Camioneta SUV,Blanco,Gasolina,2013,Ford,Escape SE Advance,130000,160000
Pickup,Gris,Gasolina,2003,Ford,Lobo,249999,90000
Pickup,Blanco,Gasolina,2007,Jeep,Sahara,339000,174000
Sedán,Blanco,Gasolina,2019,Ford,Fusion Titanium,340000,91000
Camioneta SUV,Blanco,Gasolina,2019,Kia,Sorento EX,399000,66000
Camioneta SUV,Blanco,Gasolina,2009,Mercedes Benz,ML 63,298000,75000
Mini van (MPV),Blanco,Gasolina,2017,Toyota,Sienna,390000,110000
Coupé,Blanco,Gasolina,2020,BMW,220i,435000,40000
Camioneta SUV,Blanco,Gasolina,1995,Chevrolet,Suburban,49000,120000
Camioneta SUV,Blanco,Gasolina,2024,MG,ONE,425000,31000
Camioneta SUV,Blanco,Gasolina,2014,Jeep,Patriot,200000,105000
Sedán,Gris,Gasolina,2020,Toyota,Corolla,330000,53000
Sedán,Blanco,Gasolina,2014,Honda,Civic,190000,158000
Camioneta SUV,Azul,Gasolina,2022,Ford,Escape,520000,85011
Pickup,Negro,Gasolina,2014,Dodge,Ram 2500 Pick Up,385000,84000
Camioneta SUV,Blanco,Gasolina,2010,Honda,CR-V,187000,100000
Pickup,Negro,Gasolina,2014,GMC,Sierra Crew Cab,299000,122434
Camioneta SUV,Plata,Gasolina,2021,Volkswagen,T-Cross,329000,49000
Camioneta SUV,Blanco,Gasolina,2019,Subaru,XV,458000,111000
Camioneta SUV,Blanco,Gasolina,2018,Nissan,X-Trail,315000,87764
Sedán,Blanco,Gasolina,2018,Volkswagen,Jetta A6 Trendline,238000,76000
Crossover,Gris,Gasolina,2023,Toyota,Raize XLE,368000,28100
Camioneta SUV,Gris,Gasolina,2018,Volvo,XC90,345000,105000
Pickup,Blanco,Gasolina,2011,Ford,F-350,330000,200000
Hatchback (5 Puertas),Rojo,Gasolina,2018,Hyundai,Accent,190000,64000
Sedán,Blanco,Gasolina,2019,Chevrolet,Cruze,289000,40000
Sedán,Blanco,Gasolina,2022,Chevrolet,Tornado,269800,24000
Camioneta SUV,Blanco,Gasolina,2022,Audi,Q5,979000,36974
Sedán,Rojo,Gasolina,2022,Toyota,Camry,479900,63500
Pickup,Blanco,Gasolina,2020,Ford,F-150 Lariat,700000,33700
Sedán,Rojo,Gasolina,2022,Subaru,WRX,685000,26100
Hatchback (5 Puertas),Blanco,Gasolina,2014,Volkswagen,Gol,149000,83000
Camioneta SUV,Plata,Gasolina,2022,Chevrolet,Captiva,335000,47000
Camioneta SUV,Gris,Gasolina,2021,Renault,Captur,265000,64905
Camioneta SUV,Blanco,Gasolina,2013,Nissan,Pathfinder Advance,205000,119000
Camioneta SUV,Rojo,Gasolina,2019,Acura,RDX,460000,75000
Camioneta SUV,Gris,Gasolina,2022,Hyundai,Creta Grand,385900,64000
Camioneta SUV,Blanco,Gasolina,2021,BMW,X5 M,1799000,19218
Hatchback (3 Puertas),Plata,Gasolina,2005,Ford,Ka,75000,110000
Camioneta SUV,Blanco,Gasolina,2016,Honda,CR-V,311500,48000
Pickup,Blanco,Diesel,2018,Volkswagen,Amarok,469000,100952
Coupé,Blanco,Gasolina,2016,Dodge,Challenger,938000,25000
Sedán,Blanco,Gasolina,2017,Volkswagen,Gol,188000,59000
Sedán,Violeta,Gasolina,2022,Nissan,Sentra,299000,56000
Sedán,Azul,Gasolina,2018,Hyundai,Elantra GLS Premium,220000,140000
Mini van (MPV),Blanco,Gasolina,2023,Chevrolet,Tornado,270000,28000
Sedán,Plata,Gasolina,2017,Kia,Forte,225000,94820
Sedán,Negro,Gasolina,2022,MG,GT 1.5 Turbo Excite,299000,72000
Sedán,Blanco,Gasolina,2015,Chevrolet,Malibu,279900,79372
Sedán,Negro,Gasolina,2012,BMW,325i,150000,113000
Camioneta SUV,Grafito,Híbrido,2020,Jeep,Wrangler Sahara Unlimited,980000,7900
Sedán,Plata,Gasolina,2017,Kia,Forte,205000,150000
Camioneta SUV,Negro,Gasolina,2019,Mercedes Benz,GLC 300,569000,92000
Camioneta SUV,Blanco,Gasolina,2018,Hyundai,Creta,250000,87000
Sedán,Plata,Gasolina,2017,Kia,Forte LX,168000,144000
Coupé,Blanco,Gasolina,2014,Chevrolet,Camaro,320000,130
Camioneta SUV,Gris,Gasolina,2011,Porsche,Cayenne,420000,63000
Sedán,Negro,Gasolina,2024,Dodge,Attitude SE,215000,50
Camioneta Cabina y Media,Blanco,Gasolina,2008,Ford,Super Duty,290000,150000
Camioneta SUV,Blanco,Gasolina,2016,Jeep,Rubicon,599000,100000
Camioneta SUV,Rojo,Gasolina,2008,Jeep,Patriot,105000,213258
Camioneta SUV,Blanco,Gasolina,2019,Acura,MDX,610000,80000
Camioneta SUV,Marrón,Gasolina,2014,Volkswagen,Tiguan,250000,64000
Camioneta SUV,Gris,Gasolina,2020,Chrysler,Pacifica,515000,70000
Hatchback (5 Puertas),Verde,Gasolina,2018,Chevrolet,Spark,228888,62000
Hatchback (5 Puertas),Rojo,Gasolina,2018,Seat,Ibiza,230000,140000
Coupé,Rojo,Gasolina,2012,Mini,Chili,170500,90000
Camioneta SUV,Blanco,Gasolina,2015,Ford,Escape,220000,88000
Pickup,Blanco,Gasolina,1981,Dodge,D150 Pick Up,120000,1
Sedán,Plata,Gasolina,2014,Volkswagen,Passat V6-DSG,215000,136800
Sedán,Negro,Gasolina,2020,Volkswagen,Jetta GLI,425000,87000
Mini van (MPV),Vino,Gasolina,2014,Mazda,5,175000,126000
Camioneta SUV,Blanco,Gasolina,2019,Ford,Explorer Limited,420000,63000
Sedán,Plata,Gasolina,2017,Infiniti,Q50,285000,50000
Sedán,Blanco,Gasolina,2019,Volkswagen,Jetta A7 Trendline,299000,109383
Hatchback (5 Puertas),Blanco,Gasolina,2018,Fiat,Mobi,159900,62000
Camioneta SUV,Blanco,Gasolina,2017,Honda,Pilot,425000,95000
Camioneta SUV,Gris,Gasolina,2011,Jeep,Grand Cherokee 5p Overland,299000,65000
Pickup,Gris,Gasolina,2023,Toyota,Tacoma,748000,25000
Camioneta SUV,Blanco,Gasolina,2021,Audi,Q3,575000,88712
Van de Carga,Blanco,Gasolina,2019,Dodge,Promaster Rapid,215000,73000
Camioneta SUV,Blanco,Gasolina,2019,Honda,HRV,325000,78000
Sedán,Negro,Gasolina,2018,Volkswagen,PASSAT SPORTLINE,295000,63000
Camioneta SUV,Gris,Gasolina,2016,Honda,CR-V,339800,62000
Pickup,Blanco,Gasolina,2020,RAM,1500,434900,14500
Camioneta SUV,Plata,Gasolina,2019,Kia,Sportage,335000,81300
Hatchback (5 Puertas),Blanco,Gasolina,2016,Audi,A1,305000,88500
Camioneta SUV,Negro,Gasolina,2019,Renault,Koleos,350000,118431
Camioneta SUV,Gris,Gasolina,2021,Jeep,Grand Cherokee,729900,58000
Camioneta SUV,Azul,Gasolina,2024,Chevrolet,Tracker,436900,9085
Sedán,Blanco,Gasolina,2017,Nissan,March,160000,113600
Hatchback (5 Puertas),Rojo,Gasolina,2023,Fiat,Mobi,220000,35000
Sedán,Blanco,Gasolina,2024,Volkswagen,Virtus,360000,13000
Coupé,Negro,Gasolina,2019,Mini,Cooper S Salt,340000,56500
Camioneta SUV,Blanco,Gasolina,2023,Mitsubishi,Xpander,338800,49429
Camioneta SUV,Negro,Gasolina,2016,Toyota,Sequoia,499900,58000
Camioneta SUV,Blanco,Gasolina,2019,BMW,X3,474000,107329
Sedán,Blanco,Gasolina,2019,Volkswagen,Jetta GLI,460000,38000
Utilitario,Gris,Gasolina,2020,Mitsubishi,Montero Sport,550000,57000
Sedán,Gris,Gasolina,2021,Toyota,Yaris,265000,55000
Camioneta SUV,Blanco,Gasolina,2019,Hyundai,Creta,274900,50000
Camioneta SUV,Gris,Gasolina,2017,Chevrolet,Tahoe,629900,40000
Crossover,Gris,Gasolina,2016,Mercedes Benz,Clase GLE,450000,75000
Sedán,Rojo,Gasolina,2006,Toyota,Corolla,110000,190000
Sedán,Negro,Gasolina,2020,Volvo,S60,450000,75000
Sedán,Blanco,Gasolina,1991,Volkswagen,Beetle,148900,12345
Utilitario,Blanco,Diesel,2012,Nissan,Cabstar,380000,50007
Hatchback (3 Puertas),Rojo,Gasolina,2019,Seat,Ibiza Style,269800,48300
Hatchback (3 Puertas),Rojo,Gasolina,2013,Volkswagen,Polo Gti,220000,116636
Camioneta SUV,Blanco,Gasolina,2013,BMW,X5,265000,190000
Pickup,Blanco,Gasolina,2019,Nissan,NP 300,295000,76000
Camioneta SUV,Blanco,Gasolina,2021,Chevrolet,Suburban,1250000,44000
Camioneta SUV,Plata,Gasolina,2020,Kia,Seltos,320000,71000
Camioneta SUV,Negro,Gasolina,2018,Jeep,Renegade,265000,41628
Camioneta SUV,Blanco,Eléctrico,2023,Tesla,Model Y,800000,17000
Hatchback (5 Puertas),Rojo,Gasolina,2018,BMW,120iA,300000,75800
Camioneta SUV,Rojo,Gasolina,2019,Suzuki,Vitara,320000,26645
Sedán,Plata,Híbrido,2019,Mercedes Benz,C 200,500000,19200
Sedán,Blanco,Gasolina,2019,Audi,A3,365000,101800
Camioneta SUV,Blanco,Gasolina,2017,BMW,X3,379000,53780
Camioneta SUV,Blanco,Gasolina,2021,Audi,Q3,590000,86491
Sedán,Blanco,Gasolina,2018,Hyundai,Elantra,249000,59000
Camioneta SUV,Gris,Gasolina,2023,Hyundai,Tucson,479000,26650
Convertible,Negro,Gasolina,2015,Volkswagen,Beetle,250000,110000
Hatchback (5 Puertas),Plata,Gasolina,2020,Volkswagen,Polo Startline,257500,21000
Camioneta SUV,Blanco,Gasolina,2022,Jeep,Compass,456000,71300
Camioneta SUV,Plata,Gasolina,2018,Hyundai,Tucson,290000,31169
Hatchback (5 Puertas),Rojo,Gasolina,2019,Hyundai,Accent,208000,54000
Camioneta SUV,Plata,Gasolina,2016,Kia,Sorento,299000,92000
Hatchback (5 Puertas),Rojo,Gasolina,2021,Seat,León,368000,46000
Hatchback (5 Puertas),Azul,Gasolina,2018,Kia,Forte,220000,120000
Camioneta SUV,Gris,Gasolina,2015,Jeep,Compass,293000,70000
Sedán,Gris,Híbrido,2020,Mercedes Benz,Clase GLE,941094,36816
Camioneta SUV,Blanco,Gasolina,2019,Mercedes Benz,GLE 450,869000,70385
Sedán,Rojo,Gasolina,2021,Toyota,Corolla,390000,90000
Hatchback (3 Puertas),Rojo,Gasolina,2018,Audi,A1 Cool,275000,42000
Mini van (MPV),Blanco,Gasolina,2012,Chevrolet,Captiva,154900,94000
Van,Blanco,Gasolina,2021,Ford,Transit,370000,2
Pickup,Blanco,Gasolina,2007,Ford,F-150,110000,170000
Hatchback (3 Puertas),Blanco,Gasolina,2020,Nissan,March,177000,75000
Camioneta SUV,Blanco,Gasolina,2018,Land Rover,Evoque SE Dynamic,519000,55021
Sedán,Blanco,Gasolina,2020,Chevrolet,Aveo,195000,70628
Hatchback (5 Puertas),Blanco,Gasolina,2017,Mercedes Benz,A 200,315000,75000
Camioneta SUV,Rojo,Gasolina,2017,Hyundai,Tucson,299900,40000
Camioneta SUV,Blanco,Gasolina,2022,Ford,Bronco Sport,589900,47000
Camioneta SUV,Gris,Gasolina,2019,Audi,SQ5,640000,89000
Sedán,Gris,Gasolina,2019,Volkswagen,Jetta,309900,73010
